Account_ID,Name,Display_Name,Type,City,State,Phone,Email,OMS_Requests,Booked,Declined,Expired,Book_Rate,Last_Request_Date,Last_Booked_Date
001Ah000003aQcdIAE,Newman Tractor - St Clairsville OH,,Rental House/Dealer,St Clairsville,Ohio,+19188179468,,8,0,0,5,0.0%,2026-01-06,
0011K00002UIYV9QAP,SPK Rentals & Sales - Schomberg ON,,Contractor,Schomberg,,4164772803,,8,0,2,0,0.0%,2026-02-13,
6585b00278043e001cd6dfbd,Sunstate Equipment - Raleigh (Garner) NC,,Rental House/Dealer,Garner,NC,9848841994,dozr@sunstateequip.com,8,6,2,0,75.0%,2026-02-11,2026-02-11
001Ah000005iKCOIA2,Stine Equipment - Austin TX,,Rental House/Dealer,Austin,Texas,5125456937,javi@stineequipment.com,8,0,5,0,0.0%,2026-02-10,
0011K00002OzEieQAF,JGR Equipment Rental & Sales - Baltimore MD,,Rental House/Dealer,Halethorpe,Maryland,+14105369040,mobrien@jgrequipment.com,8,0,3,5,0.0%,2026-02-09,
0011K00002GoiSrQAJ,Sunstate Equipment - Dallas TX (Duncanville),Sunstate Equipment Co. ,Partner,Dallas,Texas,8558088875,dozr@sunstateequip.com,8,5,2,0,62.5%,2026-02-13,2026-02-02
0011K00002UlX9QQAV,Metroquip - Marietta GA,,Rental House/Dealer,Marietta,Georgia,7704224218,tdurden@metroquip.us,8,0,0,1,0.0%,2026-02-06,
0014100001ZiwHAAAZ,Ag-Pro - Ocala FL,Ag-Pro,Rental House/Dealer,Ocala,Florida,3523512383,,7,0,0,2,0.0%,2026-02-13,
001OJ000004mFCCYA2,South Florida Equipment Rentals - West Palm Beach FL,,Rental House/Dealer,West Palm Beach,Florida,+15613744200,,7,5,0,1,71.4%,2026-02-12,2026-02-12
0011K00002GohtXQAR,Sunstate Equipment - Anaheim CA,Sunstate Equipment Co. ,Rental House/Dealer,Anaheim,California,8558088875,dozr@sunstateequip.com,7,1,1,0,14.3%,2026-02-04,2026-01-21
0011K00002GojvlQAB,Sunstate Equipment - Seattle (Kent) WA,Sunstate Equipment Co. ,Partner,Kent,Washington,2539935091,dozr@sunstateequip.com,7,4,3,0,57.1%,2026-02-13,2026-02-13
0014100001V6VZTAA3,Capitol Equipment Rentals - Jarvis ON,Capitol Equipment Rentals,Rental House/Dealer,Jarvis,Ontario,5195874571,,7,0,1,0,0.0%,2026-02-13,
673fa186476a080018c3ab25,Indiana,,Rental House/Dealer,,Indiana,18337746320,,7,0,0,0,0.0%,2026-02-13,
673fa17e6281f80018a2d5c2,Connecticut,,Rental House/Dealer,,Connecticut,18337746320,,7,0,0,0,0.0%,2026-02-13,
0014100001JZ2IXAA1,Tool Time Equipment Rental & Sales - Highland MI,Tool Time Equipment Rental & Sales,Rental House/Dealer,Highland,Michigan,2488897368,tooltimeequipment@gmail.com,7,0,1,5,0.0%,2026-01-22,
0014100000gax2eAAA,Dobbs Equipment (John Deere) - Miami FL,Dobbs Equipment,Rental House/Dealer,Miami,Florida,305.592.5740,,7,0,0,3,0.0%,2026-02-16,
001Ah000004GtGwIAK,Meridian Pacific Equipment - Sacramento CA,,Rental House/Dealer,Sacramento,California,9167819553,rentals@meridianpacific.com,7,0,2,1,0.0%,2026-02-12,
63b6facfeff64f001203a4d8,Andersen Material Handling  - Deerfield Beach FL,,Rental House/Dealer,Deerfield Beach,Florida,8775211850,,7,0,2,3,0.0%,2026-02-05,
001Ah000005tAPjIAM,Toyota Material Handling Northern California - Bay Area (Livermore) CA,,Rental House/Dealer,Livermore,California,5106750500,,7,0,0,2,0.0%,2026-02-12,
001Ah000004Jmp4IAC,Cromer Material Handling - Oakland CA,,Rental House/Dealer,Oakland,California,8009745438,rental@cromer.com,7,0,0,1,0.0%,2026-02-12,
0011K00002GojZ1QAJ,Sunstate Equipment - Portland OR,Sunstate Equipment Co. ,Partner,Portland,Oregon,8558088875,dozr@sunstateequip.com,7,6,0,0,85.7%,2026-02-11,2026-02-11
001Ah000005ilrAIAQ,Rush Forklift - Miami FL,,Rental House/Dealer,Miami,Florida,3058227874,service@rushforklifts.com,7,0,0,2,0.0%,2026-02-05,
0011K00002GojBiQAJ,Sunstate Equipment - Memphis TN,Sunstate Equipment Co. ,Partner,Memphis,Tennessee,8558088875,dozr@sunstateequip.com,7,0,6,0,0.0%,2026-01-28,
0011K00002OzNiVQAV,F&B Rentals - Orange CA,,Rental House/Dealer,Orange,California,7146336626,carisa@fbrentals.com,7,0,0,5,0.0%,2026-02-13,
0011K00002QlspWQAR,ASCO Equipment - Austin TX,,Rental House/Dealer,Austin,Texas,+15122728922,dthorpe@ascoeq.com,7,0,0,2,0.0%,2026-02-16,
0014100000gax2cAAA,Dobbs Equipment (John Deere) - Orlando FL,Dobbs Equipment,Rental House/Dealer,Orlando,Florida,+14072991212,,7,0,0,2,0.0%,2026-02-13,
0011K00002SmFmUQAV,Need a Lift Rentals - Fort Lauderdale FL,,Rental House/Dealer,Fort Lauderdale,Florida,19546185438,staceyt@oakconstruction.com,7,2,1,1,28.6%,2026-01-13,2026-01-07
0011K00002OzErOQAV,JGR Equipment Rental & Sales - Charlotte NC,,Rental House/Dealer,Charlotte,North Carolina,+17046062655,mobrien@jgrequipment.com,7,0,2,1,0.0%,2026-01-27,
673fa1d54583770017920154,British Columbia,,Rental House/Dealer,,British Columbia,(226) 749-3887,,7,0,0,0,0.0%,2026-02-02,
001Ah000003gvAYIAY,Bobcat Enterprises Inc. - Louisville KY,,Rental House/Dealer,Louisville,Kentucky,5022451911,,7,0,0,0,0.0%,2025-12-10,
0011K00002UjcxaQAB,Hopeville Enterprises Inc - Proton Station ON,,Rental House/Dealer,,Ontario,2267490026,enos@linwoodcorp.com,7,0,0,0,0.0%,2026-02-05,
673fa1a16281f80018a2dd48,New Mexico,,Rental House/Dealer,,New Mexico,18337746320,,7,0,0,0,0.0%,2026-02-06,
673fa1ad476a080018c3b708,Pennsylvania,,Rental House/Dealer,,Pennsylvania,18337746320,,7,0,0,0,0.0%,2026-02-05,
0011K00002UlpC3QAJ,Forrest Equipment Rentals - Waddell AZ,,Rental House/Dealer,Waddell,Arizona,6028318000,,7,0,0,1,0.0%,2026-01-18,
0011K00002DeDYXQA3,OER Services LLC (Olympic Equipment Rentals) - Elk Grove Village IL,OER Services LLC,Rental House/Dealer,Elk Grove Village,Illinois,8556374872,rbedingfield@oer4usa.com,6,0,0,1,0.0%,2026-01-21,
0014100001Gm49hAAB,"United Rentals 818 - Mississauga, ON",United Rentals,Rental House/Dealer,Mississauga,Ontario,19058148533,branch818@ur.com,6,0,0,0,0.0%,2025-12-16,
0014100000gdnR5AAI,Carolina Industrial Trucks - West Columbia SC,"CAROLINA INDUSTRIAL TRUCKS - CHARLOTTE, NC",Rental House/Dealer,West Columbia,South Carolina,8037392410,,6,2,0,2,33.3%,2026-01-07,2026-01-07
0014100001JYrODAA1,AllTool Rental Co - Hollywood FL,Alltool Rental Co.,Rental House/Dealer,Hollywood,Florida,9549811414,robbie@alltool.com,6,0,0,1,0.0%,2026-02-05,
673fa1cb458377001791ff03,Washington,,Rental House/Dealer,,Washington,18337746320,,6,0,0,0,0.0%,2026-02-13,
0011K00002GojFeQAJ,Sunstate Equipment - Nashville TN,Sunstate Equipment Co. ,Partner,Nashville,Tennessee,8558088875,dozr@sunstateequip.com,6,2,3,0,33.3%,2026-02-11,2026-02-11
0011K00002QkX1nQAF,Western Rentals - Fontana CA,,Rental House/Dealer,Fontana,California,9098222200,jscott@scottequip.com,6,1,3,0,16.7%,2026-02-04,2026-02-04
001OJ000007h0DhYAI,Proline Rentals and Sales - Orillia ON,,Rental House/Dealer,Orillia,Ontario,2492097767,,6,0,2,0,0.0%,2026-01-28,
0014100001exozhAAA,Palm Beach Equipment Rentals - Delray Beach FL,Palm Beach Equipment Rentals,Rental House/Dealer,Delray Beach,Florida,5613471530,,6,1,0,3,16.7%,2026-01-09,2026-01-09
0011K000024dn23QAA,Beck Equipment Inc - Preble NY,Beck Equipment,Rental House/Dealer,Preble,New York,6077497950,steve@beckequipment.com,6,1,0,1,16.7%,2026-02-10,2026-01-30
0011K00002Oz6p3QAB,Sunstate Equipment - Roseville CA,,Rental House/Dealer,Roseville,CA,8558088875,dozr@sunstateequip.com,6,2,2,0,33.3%,2026-01-21,2026-01-21
001Ah000006xP3hIAE,Pape Material Handling - Sacramento CA,,Rental House/Dealer,Sacramento,California,9166413434,,6,0,2,1,0.0%,2026-02-10,
0014100001JYri9AAD,Five Star Equipment Rental & Supply - Plainfield IL,Five Star Equipment Rental & Supply,Rental House/Dealer,Plainfield,Illinois,6304709317,,6,0,1,0,0.0%,2026-01-21,
0011K00002Ujf1wQAB,All Access Services - Santa Ana CA,,Rental House/Dealer,Santa Ana,California,7146471552,info@allaccessrentals.com,6,0,0,0,0.0%,2026-01-29,
001Ah000005cxxxIAA,Atmosphere Rental Inc - Cambridge ON,,Rental House/Dealer,Cambridge,Ontario,5192425767,,6,0,0,1,0.0%,2026-02-13,
0011K00002IX2UqQAL,D&B Rentals Sales & Service - Sterling VA,D&B Rentals Sales & Service,Rental House/Dealer,Sterling,Virginia,7034351414,matt@dandbrentals.com,6,1,1,1,16.7%,2025-11-24,2025-11-20
001Ah000005hGLhIAM,LSR Equipment - Alvarado TX,,Rental House/Dealer,Alvarado,Texas,6823789477,office@lsrenterprise.com,6,0,1,2,0.0%,2026-01-29,
001Ah0000066eQLIAY,Palm Beach Lift Trucks Inc (Forklift Doctor of Florida) - Delray Beach FL,,Rental House/Dealer,Delray Beach,Florida,5619516243,,6,1,0,3,16.7%,2026-02-05,2026-02-05
001Ah000004O6S8IAK,US Lift and Warehouse Equipment - Elk Grove IL,,Rental House/Dealer,Arlington Heights,Illinois,8473644343,benman3737@aol.com,6,0,0,0,0.0%,2026-01-21,
639cce6a7af3260012b7b83d,Big Lift Material Handling - Phoenix AZ,,Rental House/Dealer,Phoenix,AZ,6027958400,,6,1,0,1,16.7%,2026-01-21,2026-01-21
0011K00002RLuD8QAL,Ready Equipment Rental - San Bernardino CA,,Rental House/Dealer,San Bernardino,California,9098864714,readyequipmentrental@outlook.com,6,3,2,0,50.0%,2026-01-28,2026-01-28
0011K00002GojykQAB,Sunstate Equipment - Southlake TX,Sunstate Equipment Co. ,Partner,Southlake,Texas,8558088875,dozr@sunstateequip.com,6,4,1,0,66.7%,2026-02-03,2026-02-03
001Ah000004WGMXIA4,Naumann Hobbs Material Handling - Las Vegas NV,,Rental House/Dealer,Las Vegas,Nevada,8559573682,dlphoenixrental@nhmh.com,6,1,0,1,16.7%,2026-02-06,2025-12-19
0011K00002TAMblQAH,Total Warehouse - Las Vegas NV,,Rental House/Dealer,Las Vegas,Nevada,7029417160,leo@totalwarehouse.com,6,0,0,0,0.0%,2026-01-19,
0011K00002Goj76QAB,Sunstate Equipment - Mckinney TX,Sunstate Equipment Co. ,Partner,McKinney,Texas,8558088875,dozr@sunstateequip.com,6,1,1,1,16.7%,2026-02-03,2026-02-03
0011K00002RLqJ2QAL,Empire Cat - Imperial CA,,Rental House/Dealer,Imperial,California,7603552443,dozraz@empire-cat.com,6,0,0,2,0.0%,2026-02-13,
0011K00002UkaoTQAR,Harris Blade Rental - Livermore CA,,Rental House/Dealer,Livermore,California,9254472267,sandy@harrisblade.com,6,0,0,0,0.0%,2026-02-12,
673fa18e476a080018c3ad68,Massachusetts,,Rental House/Dealer,,Massachusetts,18337746320,,6,0,0,0,0.0%,2026-02-10,
0011K00002WLYWvQAP,Almighty Rentals Tool & Equipment - Georgetown TX,,Rental House/Dealer,Georgetown,Texas,5128683788,mark@almightyrentals.com,6,0,0,0,0.0%,2026-02-10,
0011K00002SHfMTQA1,Kat's Heavy Equipment Rental - Staten Island NY,,Rental House/Dealer,,New York,7187777181,katsequipment@gmail.com,6,1,0,0,16.7%,2026-01-27,2026-01-27
0011K00002SlRyIQAV,G&W Equipment - Charlotte NC,,Rental House/Dealer,Charlotte,North Carolina,7043946316,rental@gwequip.com,5,0,2,0,0.0%,2026-01-27,
001Ah000004NVD5IAO,Alliance Material Handling - Phoenix AZ,,Rental House/Dealer,Phoenix,Arizona,6023861850,kkern@alliance-ind.com,5,0,0,2,0.0%,2026-01-21,
0014100000QERvbAAH,THG Rentals & Sales - Clearwater FL,THG Rentals & Sales,Rental House/Dealer,Clearwater,Florida,7274617511,thgrentalandsales@gmail.com,5,0,0,1,0.0%,2026-01-22,
65859edff4f19d001c39f85e,Sunstate Equipment - South Houston TX,,Rental House/Dealer,Friendswood,TX,2814923400,dozr@sunstateequip.com,5,1,3,0,20.0%,2026-02-06,2025-11-20
001OJ0000023XmIYAU,The Equipment Connection - Lancaster CA,,Rental House/Dealer,Lancaster,California,6614293777,,5,1,0,1,20.0%,2026-01-23,2025-11-20
0011K00002TDtOJQA1,Minuteman Rentals - Liberty Hill TX,,Rental House/Dealer,Liberty Hill,Texas,5125155959,,5,0,0,0,0.0%,2026-02-10,
0014100001l8x8CAAQ,Rental Stop - Arlington TX,Rental Stop,Rental House/Dealer,Arlington,Texas,8173360059,,5,0,0,3,0.0%,2026-02-13,
0014100000gdnMlAAI,Komatsu Forklift of Chicago - Alsip IL,KOMATSU FORKLIFT OF CHICAGO,Rental House/Dealer,Alsip,Illinois,7083850330,carl.serbin@global.komatsu,5,0,0,0,0.0%,2026-01-21,
689b619ed6748700174b6b6e,RP Rents - Naperville IL,,Rental House/Dealer,Naperville,Illinois,18007322490,,5,3,0,2,60.0%,2025-12-11,2025-12-11
0014100000cDCVAAA4,Triple E Equipment - Okeechobee FL,Triple E Equipment,Rental House/Dealer,,,863-467-8300,,5,0,0,1,0.0%,2026-02-12,
0011K00002VOjhPQAT,Double Mountain - Dobson NC,,Rental House/Dealer,Dobson,North Carolina,3368042121,joedblmtn@gmail.com,5,0,0,0,0.0%,2026-01-15,
6945886757a6f6001e1e163f,Evcon Rentals,,Rental House/Dealer,Hot Springs,Arkansas,+15015381834,evconrentals@gmail.com,5,4,1,0,80.0%,2025-12-19,2025-12-19
0011K00002GoiDnQAJ,Sunstate Equipment - Carson CA,Sunstate Equipment Co. ,Partner,Carson,California,8558088875,dozr@sunstateequip.com,5,0,2,0,0.0%,2026-01-28,
001Ah000005EBR7IAO,Atlas Toyota Material Handling - Bedford Park IL,,Rental House/Dealer,Bedford Park,Illinois,7085630707,rental@atlaslift.com,5,0,0,0,0.0%,2026-01-21,
0011K00002X7RcbQAF,Just For Snow Property Services,,Rental House/Dealer,Vaughan,Ontario,6472736038,mikayel@justforsnow.ca,5,0,0,4,0.0%,2026-01-29,
642b1b605fdc6c00193d3723,Tejas Equipment Rental - Houston TX ,,Rental House/Dealer,Spring,,3463511666,,5,3,0,1,60.0%,2026-01-19,2026-01-19
0014100000MjHD8AAN,Tejas Equipment Rental - San Antonio TX ,Tejas Equipment Rental,Rental House/Dealer,San Antonio,Texas,+17372662044,kyle@tejasequipment.com,5,4,1,0,80.0%,2026-02-05,2026-02-05
0011K00002GoinSQAR,Sunstate Equipment - North Houston TX,Sunstate Equipment Co. ,Partner,Houston,Texas,8558088875,dozr@sunstateequip.com,5,2,2,0,40.0%,2026-01-23,2026-01-23
0011K00002OzBSMQA3,JGR Equipment Rental & Sales - Manassas VA,,Rental House/Dealer,Manassas,Virginia,7033670060,jlaycock@jgrequipment.com,5,0,0,4,0.0%,2026-01-30,
001OJ00000V8oimYAB,Marquee Landscapes,,Rental House/Dealer,Burlington,Ontario,4377572292,,5,0,3,0,0.0%,2026-01-29,
0011K00002TDrF3QAL,Darr Equipment Co - North Houston TX,,Rental House/Dealer,,,7136973033,,5,0,0,2,0.0%,2026-02-06,
0014100001TSbdTAAT,Yancey Cat - Gwinnett GA,Yancey Cat,Partner,Dacula,Georgia,7709636868,,5,1,0,2,20.0%,2026-02-13,2026-01-26
001Ah000004NaRpIAK,"Thompson & Johnson Equipment Co., Inc - East Syracuse NY",,Rental House/Dealer,East Syracuse,New York,3158955105,,5,2,1,0,40.0%,2026-02-06,2026-02-06
0011K00002WLHlDQAX,Newman Tractor - Richwood KY,,Rental House/Dealer,Walton,Kentucky,8598064747,,5,0,0,0,0.0%,2025-12-29,
0011K000024eCPuQAM,Houston Heavy Machinery - Cypress TX,Houston Heavy Machinery,Rental House/Dealer,Cypress,Texas,8329923828,jhammond@houstonmachinery.com,5,0,3,0,0.0%,2026-02-16,
001OJ00000ISgTNYA1,Sunstate Equipment - Saint Gabriel LA,,Rental House/Dealer,St Gabriel,Louisiana,+12256819995,,5,1,2,1,20.0%,2026-01-14,2026-01-14
68433f474c8ca80017d2cf3f,Beach City Lift - Las Vegas NV,,Rental House/Dealer,North Las Vegas,Nevada,17252246161,rent@azbestequs.com,5,0,0,3,0.0%,2026-01-19,
65849c51228ebc001c5cd97f,Sunstate Equipment - Corpus Christi TX,,Rental House/Dealer,Corpus Christi,TX,3613718850,dozr@sunstateequip.com,5,2,2,0,40.0%,2026-01-29,2026-01-29
0014100001JYrcZAAT,CSI Scissor Lift Rentals - Cypress TX,CSI Scissor Lift Rentals,Rental House/Dealer,Cypress,Texas,7138066686,,5,0,0,0,0.0%,2026-02-11,
0011K00002TDrVZQA1,Darr Equipment Co - Haltom City TX,,Rental House/Dealer,Haltom City,Texas,8009645438,,5,1,0,2,20.0%,2026-02-13,2025-11-20
0014100000ANAaFAAX,Tri City Equipment - Guelph ON,Tri City Equipment,Partner,,,519-767-9628,dzappitelli@tri-cityequipment.com,5,0,0,4,0.0%,2026-01-29,
0011K00002GoigFQAR,"Sunstate Equipment - South Fort Worth, TX",Sunstate Equipment Co. ,Partner,Fort Worth,Texas,8558088875,dozr@sunstateequip.com,5,1,3,0,20.0%,2026-02-13,2025-12-15
001Ah000003gtQKIAY,Waxhaw Equipment Rental - Waxhaw NC,,Rental House/Dealer,Marvin,North Carolina,7048431088,,5,0,0,0,0.0%,2026-01-09,
0011K00002X6RNQQA3,True Grit Rentals - Katy TX,,Rental House/Dealer,Katy,,+12817694270,,5,0,0,1,0.0%,2026-02-06,
0011K00002UGXNQQA5,Burris Equipment - Ingleside IL,,Rental House/Dealer,Ingleside,Illinois,8153634100,dave.zenner@burrisequipment.com,5,0,1,1,0.0%,2025-12-18,
0014100000gdnMoAAI,Komatsu Forklift of Southern California - Long Beach CA,KOMATSU FORKLIFT OF SOUTHERN CALIFORNIA,Rental House/Dealer,LONG BEACH,California,3106315438,helen.talavou@global.komastu,5,0,0,2,0.0%,2026-01-23,
0011K00002GojmjQAB,Sunstate Equipment - Salt Lake City UT,Sunstate Equipment Co. ,Partner,Salt Lake City,Utah,8558088875,dozr@sunstateequip.com,5,0,3,0,0.0%,2026-01-29,
001Ah0000046bN7IAI,Renegade Rentals LLC - Brigham City UT,,Rental House/Dealer,Brigham City,Utah,4357235172,accounts@renegaderentals.com,5,2,1,0,40.0%,2026-02-03,2026-02-03
0011K00002VQMwnQAH,Top Gunn Equipment Rentals Inc(South) - Austin TX ,,Rental House/Dealer,Austin,Texas,5124447711,,5,0,1,0,0.0%,2026-02-10,
0014100000Mi5zTAAR,ASCO Equipment - San Antonio TX,ASCO Equipment,Rental House/Dealer,San Antonio,Texas,+12103338000,rquintana@ascoeq.com,5,0,0,1,0.0%,2026-02-16,
0011K00002GoiQ2QAJ,Sunstate Equipment - Concord (Pachecho) CA,Sunstate Equipment Co. ,Partner,Pacheco,California,9256811138,,5,0,0,2,0.0%,2026-02-04,
639358508ed414001378be7b,The Equipment Source - Labelle (Ft Myers) FL,,Rental House/Dealer,Fort Denaud,FL,+12392370717,,5,0,0,2,0.0%,2026-02-13,
0011K00002GojIOQAZ,Sunstate Equipment - Odessa TX,Sunstate Equipment Co. ,Partner,Odessa,Texas,8558088875,dozr@sunstateequip.com,5,3,1,0,60.0%,2025-12-19,2025-12-19
64413550aa564a001293096f,The Equipment Guys - Modesto CA,,Rental House/Dealer,Modesto,CA,2096025712,joe@tegscompany.com,5,0,0,2,0.0%,2026-02-12,
0014100000gdnUFAAY,All Lift Service Co - Willowby OH,ALL LIFT SERVICE CO INC,Rental House/Dealer,WILLOUGHBY,Ohio,4405851542,dgermano@alllift.com,5,0,1,2,0.0%,2026-01-22,
0014100000x8dT4AAI,Select Total Service - Thorold ON,Select Total Service,Rental House/Dealer,Thorold,Ontario,9053844184,mail@selectaerials.com,5,0,3,0,0.0%,2026-02-13,
0014100001dZuy1AAC,Bobcat of Toronto - Scarborough ON,Bobcat of Barrie,Rental House/Dealer,Toronto,ON,4166794171,mdona@bobcattoronto.com,4,0,1,0,0.0%,2026-02-13,
0011K00002IUjmUQAT,Jamco - Plant City FL,Jamco - Tampa,Rental House/Dealer,Plant City,Florida,8668485400,leslie@jamco1.com,4,2,1,0,50.0%,2026-01-27,2026-01-27
0014100000j6bdlAAA,"Hendershot Equipment - Decatur, TX- COD ONLY",Hendershot Equipment,Rental House/Dealer,Decatur,Texas,9402020535,decaturrents@hendershotequipment.com,4,0,0,3,0.0%,2026-02-13,
673fa1aa458377001791f77b,Oregon,,Rental House/Dealer,,Oregon,18337746320,,4,0,0,0,0.0%,2026-01-16,
0011K00002GokD1QAJ,Sunstate Equipment - Tampa FL,Sunstate Equipment Co. ,Partner,Tampa,Florida,8558088875,dozr@sunstateequip.com,4,0,1,1,0.0%,2026-02-06,
001Ah000004Z4pCIAS,iRent LLC - Salt Lake City UT,,Rental House/Dealer,Salt Lake City,Utah,8018491077,mikey@irentutah.com,4,0,2,0,0.0%,2026-01-29,
0014100001JZ2D8AAL,Strobel's Rentals - East Side Great Falls MT,Strobel`s Rentals,Rental House/Dealer,Great Falls,Montana,8008817244,,4,2,0,0,50.0%,2025-12-19,2025-12-19
001OJ000001JxTeYAK,Eldorado Forklift Co - Sacramento CA,,Rental House/Dealer,Sacramento,California,6502812389,,4,0,0,2,0.0%,2026-02-10,
68c0421701b61f0017fd12b8,Sunstate Equipment - Bradenton FL,,Rental House/Dealer,Bradenton,Florida,19412182620,,4,0,0,0,0.0%,2026-01-27,
0014100001JZ0HmAAL,Mazzotta Rentals Inc. - Middletown CT,Mazzotta Rentals Inc.,Rental House/Dealer,Middletown,Connecticut,+18603440178,kevin@mazzottaequipment.com,4,0,0,1,0.0%,2026-02-13,
001Ah00000488d7IAA,NG Equipment Sales - Phoenix AZ,,Rental House/Dealer,Phoenix,Arizona,4802863865,nelson@ngequipmentsales.com,4,2,0,1,50.0%,2025-12-17,2025-12-17
0014100001JYrhiAAD,Everjoy Rent All Co - Detroit MI,Everjoy Rent All Co.,Rental House/Dealer,Detroit,Michigan,3138463130,everjoyr@aol.com,4,1,0,1,25.0%,2026-02-13,2026-01-21
0014100000gax3GAAQ,Dobbs Equipment (John Deere) - Fort Myers FL,Dobbs Equipment,Rental House/Dealer,Fort Myers,Florida,239-334-3627,,4,1,2,0,25.0%,2026-02-13,2026-01-20
6841b16edeb1b100186a78b3,Doral Tools & Equipment - Miami FL,,Rental House/Dealer,Doral,Florida,13055997368,info@dtequip.com,4,0,0,2,0.0%,2026-01-29,
001Ah000005hDaYIAU,Stewart & Stevenson - Houston TX,,Rental House/Dealer,Houston,Texas,8002345550,a.canty@ssss.com,4,0,4,0,0.0%,2026-02-09,
0014100001JYrP9AAL,Astro Rents - North Plainfield NJ,Astro Rents,Rental House/Dealer,North Plainfield,New Jersey,9087576930,,4,0,0,1,0.0%,2026-01-27,
0011K00002Um9SnQAJ,Silver Line Supply LLC - Ponder TX,,Rental House/Dealer,Ponder,Texas,+19404424659,,4,0,1,2,0.0%,2025-11-21,
0011K00002WN72EQAT,AdvanceTrac Equipment - SAT,,Rental House/Dealer,Converse,TX,5124097137,,4,0,2,0,0.0%,2026-02-16,
001Ah000004Y7s3IAC,Canon Rental - Canon City CO,,Rental House/Dealer,Cañon City,Colorado,7192750615,,4,0,0,2,0.0%,2026-02-14,
0011K00002TBsE9QAL,Bobcat of York (Crownstone Equipment) - Frederick MD,,Rental House/Dealer,Frederick,Maryland,3013780491,mgill@crownstoneeq.com,4,2,0,1,50.0%,2026-02-02,2026-02-02
0011K00002TVgUXQA1,Route 12 Rental Company - Arlington Heights IL,,Rental House/Dealer,Arlington Heights,Illinois,8472534404,john@route12rental.com,4,0,0,1,0.0%,2026-01-21,
0011K00002WOXsOQAX,LGP Equipment Rentals - Bell Gardens CA,,Rental House/Dealer,Bell Gardens,California,3235690969,,4,2,1,1,50.0%,2026-02-09,2026-02-09
0011K00002XmYWRQA3,Puckett Machinery CAT (Corp) - Richland MS,,Rental House/Dealer,Richland,Mississippi,6019395151,,4,1,2,0,25.0%,2026-02-12,2026-01-02
0011K00002RLqQDQA1,Empire Cat - Mesa AZ,,Rental House/Dealer,Mesa,Arizona,4806334421,dozraz@empire-cat.com,4,0,1,1,0.0%,2026-01-21,
0014100001Gm4FfAAJ,"United Rentals 184 - Kitchener, ON",United Rentals,Rental House/Dealer,Kitchener,Ontario,15195766000,cbuckles@ur.com,4,0,0,0,0.0%,2026-01-07,
001Ah000004ZAO2IAO,Arapahoe Rental - Westminster CO,,Rental House/Dealer,Westminster,Colorado,3034293589,,4,2,0,0,50.0%,2026-01-12,2026-01-12
0011K00002TUyXcQAL,Universal Rent-All - Clearfield UT,,Rental House/Dealer,Clearfield,Utah,8018257347,,4,0,0,1,0.0%,2026-01-29,
001OJ00000LvNJzYAN,UpLift Equipment Rentals - Medley Fl,,Rental House/Dealer,Medley,Florida,+17867064667,,4,3,0,0,75.0%,2026-01-27,2026-01-27
0011K00002L5HENQA3,United Rentals NE-PETERBOROUGH (15C),,Rental House/Dealer,Peterborough,Ontario,17100000000,branch15c@ur.com,4,0,1,1,0.0%,2026-01-08,
0011K00002SK3d3QAD,Tri-Lift Inc - Hamden CT,,Rental House/Dealer,Hamden,Connecticut,8337300417,,4,0,2,1,0.0%,2026-02-13,
0011K00002SKiNmQAL,Boomtech - Whitby ON,,Rental House/Dealer,Whitby,Ontario,9052428176,roberto@boomtech.ca,4,0,0,0,0.0%,2026-01-20,
0014100000ANATVAA5,Bobcat of Toronto - Brampton ON,Bobcat of Barrie,Rental House/Dealer,Brampton,Ontario,4166794172,rentals@bobcattoronto.com,4,1,0,0,25.0%,2026-01-24,2025-12-19
0011K00002GojjVQAR,Sunstate Equipment - Rio Rancho NM,Sunstate Equipment Co. ,Partner,Rio Rancho,New Mexico,8558088875,dozr@sunstateequip.com,4,1,2,0,25.0%,2026-02-06,2026-01-16
001Ah000004PBzOIAW,Next Level Rental - Matthews NC,,Rental House/Dealer,Matthews,North Carolina,9802987892,,4,0,0,0,0.0%,2026-01-09,
0011K00002LqL6hQAF,Leppo Rents (Bobcat of Opelika) - Opelika AL,,Rental House/Dealer,Opelika,Alabama,+13343505661,,4,3,1,0,75.0%,2026-02-13,2026-02-06
001Ah000003tXVOIA2,Heavy Iron Plant Ltd - Gormley ON,,Rental House/Dealer,Gormley,Ontario,+14165055217,info@heavyironplant.com,4,0,0,1,0.0%,2026-01-16,
0014100001Gm4FqAAJ,"United Rentals E89 - Stoney Creek, ON",United Rentals,Rental House/Dealer,Hamilton,Ontario,19056645007,ksmith@ur.com,4,0,0,0,0.0%,2025-12-18,
0014100000ik5l2AAA,Best Line  Equipment - Lemont Furnace PA,Best Line Leasing,Rental House/Dealer,Lemont Furnace,Pennsylvania,7244371578,mgetz@bestlineinc.com,4,0,1,1,0.0%,2026-01-02,
0011K00002RLqQhQAL,Empire Cat - Phoenix Deer Valley AZ,,Rental House/Dealer,Phoenix,Arizona,6237601100,dozraz@empire-cat.com,4,0,1,1,0.0%,2025-12-15,
001Ah000004EdasIAC,Integral Lift Trucks - Houston TX,,Rental House/Dealer,Houston,Texas,2817669480,,4,0,0,0,0.0%,2026-01-23,
